index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology,batch
52635,positive,5,1,0,1,0,1,1,1,2
52637,positive,4,1,0,0,0,0,0,0,2
52663,neutral,3,1,0,0,1,1,1,0,2
52687,positive,4,1,1,1,1,1,1,0,2
52738,positive,4,1,0,1,0,0,0,0,2
52743,positive,5,0,0,1,0,0,0,0,2
52760,positive,5,0,0,0,1,1,0,0,2
52812,positive,5,1,0,1,1,1,0,0,2
52820,positive,5,0,0,1,0,0,0,1,2
52863,positive,4,1,0,1,1,1,0,1,2
52871,positive,4,1,1,1,1,1,1,0,2
52902,positive,4,1,0,1,1,1,0,1,2
52938,neutral,3,1,0,1,1,0,0,0,2
52972,positive,4,0,0,1,0,1,0,1,2
53013,positive,4,1,0,1,1,1,0,0,2
53081,negative,1,0,0,0,0,0,0,0,2
53126,negative,1,1,0,0,1,1,1,0,2
53127,negative,1,0,0,0,0,0,1,0,2
53133,negative,2,1,1,1,1,1,1,1,2
53136,positive,5,1,1,1,1,1,1,0,2
53152,negative,1,0,0,0,0,1,0,1,2
53172,negative,2,0,0,1,1,1,0,0,2
53173,negative,1,1,0,0,0,1,0,1,2
53185,positive,5,1,0,1,0,1,0,0,2
53188,positive,5,1,0,0,0,0,1,0,2
53193,positive,5,1,0,1,1,0,1,0,2
53195,positive,5,1,0,1,1,1,0,0,2
53213,positive,5,1,0,1,1,1,0,1,2
53231,positive,4,0,0,1,1,1,0,1,2
53291,positive,5,0,0,1,1,0,0,0,2
53402,positive,5,1,0,1,1,1,0,1,2
53457,neutral,3,0,0,1,1,1,0,0,2
53488,positive,4,0,1,1,0,0,0,0,2
53553,positive,5,0,0,1,1,1,0,1,2
53627,negative,1,1,0,1,0,0,0,0,2
53665,positive,5,0,0,1,0,0,0,0,2
53686,positive,5,1,0,1,1,0,0,0,2
53692,positive,4,1,1,1,1,1,0,1,2
53728,negative,2,0,0,1,0,0,0,0,2
53754,neutral,3,1,0,0,1,0,0,0,2
53773,positive,5,1,0,0,1,0,0,0,2
53827,positive,5,1,0,0,0,0,0,0,2
53869,positive,5,1,0,0,0,0,0,0,2
53872,positive,5,0,0,0,0,0,0,0,2
53987,positive,4,1,1,1,1,1,0,1,2
53991,negative,2,0,0,1,0,0,0,1,2
54044,positive,5,0,0,1,1,1,0,0,2
54060,positive,5,0,0,1,1,0,0,0,2
54081,positive,5,1,0,1,1,1,0,0,2
54090,neutral,3,0,0,1,0,1,0,1,2
54125,positive,5,0,0,1,0,0,0,0,2
54141,positive,4,1,0,1,1,1,1,0,2
54160,positive,5,1,1,1,1,1,1,1,2
54164,positive,5,1,0,1,1,1,1,1,2
54175,negative,1,1,0,0,0,0,0,0,2
54192,negative,1,1,0,0,0,0,0,0,2
54202,negative,1,1,1,1,1,1,1,1,2
54241,negative,2,0,0,1,0,0,0,1,2
54243,positive,4,0,0,1,1,1,0,1,2
54259,negative,2,0,0,0,1,1,0,1,2
54298,positive,4,1,1,1,1,1,0,1,2
54376,neutral,3,1,0,1,1,0,0,0,2
54426,negative,1,1,0,0,0,1,0,0,2
54489,positive,4,1,0,1,1,1,0,0,2
54546,neutral,3,0,1,0,1,1,0,1,2
54568,positive,5,0,0,1,1,1,0,1,2
54582,positive,5,1,0,0,0,0,0,0,2
54641,negative,1,1,0,0,0,0,0,0,2
54663,positive,4,0,0,0,0,0,1,0,2
54699,positive,4,1,1,0,1,1,0,0,2
54790,positive,5,1,0,0,1,1,1,0,2
54853,negative,2,0,0,1,1,1,0,0,2
54870,positive,4,0,0,0,0,1,0,1,2
54995,positive,5,1,0,1,1,1,1,0,2
55016,positive,4,0,0,1,0,0,0,0,2
55020,neutral,3,1,1,1,0,1,0,1,2
55039,positive,5,1,1,1,1,1,0,1,2
55057,positive,4,1,0,1,1,1,1,1,2
55061,positive,4,1,0,1,1,1,1,0,2
55081,positive,4,1,0,1,1,0,0,0,2
55123,negative,2,0,0,1,0,0,0,0,2
55172,positive,4,1,0,1,1,0,0,0,2
55197,positive,5,1,0,1,1,1,0,0,2
55245,positive,4,1,0,1,1,0,1,0,2
55262,negative,1,0,0,1,0,0,0,0,2
55263,positive,4.5,1,0,1,1,1,0,1,2
55319,neutral,3,1,0,0,0,0,0,0,2
55363,positive,4,1,0,1,1,1,0,1,2
55375,positive,5,1,0,0,0,1,0,0,2
55417,positive,5,1,0,1,1,1,1,0,2
55460,positive,5,1,0,1,1,1,0,0,2
55558,positive,5,1,0,1,1,1,0,1,2
55583,positive,4,1,1,0,1,1,0,1,2
55598,positive,5,1,0,0,1,0,0,0,2
55671,positive,5,1,0,0,1,0,0,0,2
55684,neutral,3,1,0,1,0,0,0,0,2
55709,positive,5,1,1,1,0,0,1,0,2
55714,positive,5,1,1,1,1,1,0,0,2
55829,neutral,3,0,0,0,0,0,0,0,2
55859,positive,5,1,1,1,1,1,1,0,2
55864,positive,5,1,0,0,1,0,1,0,2
55874,positive,5,1,1,1,1,0,0,0,2
55898,positive,4,1,1,1,1,0,0,0,2
55947,positive,5,1,1,1,1,1,0,0,2
55999,positive,5,1,1,1,1,1,0,1,2
56016,positive,5,1,0,1,1,1,0,0,2
56027,negative,1,1,0,1,0,1,0,1,2
56029,positive,5,1,0,0,0,0,0,0,2
56065,positive,5,1,0,1,1,1,0,0,2
56073,positive,4,1,0,1,1,1,0,1,2
56133,positive,4,1,1,1,1,1,0,1,2
56189,positive,5,1,0,1,1,1,0,1,2
56244,positive,4,1,1,1,1,1,1,0,2
56307,positive,5,1,0,0,0,0,0,0,2
56330,positive,4,1,0,0,1,1,0,0,2
56342,positive,5,1,0,0,0,0,0,0,2
56353,positive,5,1,0,0,0,0,0,0,2
56400,positive,5,1,0,1,1,0,0,0,2
56408,positive,4,1,0,0,1,0,0,0,2
56420,positive,5,1,1,1,1,1,0,1,2
56423,positive,5,1,0,1,1,1,0,1,2
56476,positive,5,1,0,1,1,0,0,0,2
56480,positive,5,1,0,1,1,0,0,0,2
56490,positive,4,1,0,1,1,1,0,0,2
56499,positive,4,1,1,0,1,0,0,0,2
56511,neutral,3,0,0,1,0,0,0,0,2
56517,positive,5,1,1,1,1,1,0,1,2
56542,positive,5,1,0,0,1,0,0,0,2
56565,positive,5,1,1,1,1,1,0,1,2
56589,negative,1,0,0,1,1,0,0,1,2
56602,positive,5,0,1,1,1,1,1,0,2
56679,positive,5,0,1,1,1,1,1,1,2
56684,positive,4,1,1,1,1,1,0,1,2
56706,positive,4,1,0,1,1,1,0,1,2
56723,positive,5,0,0,1,0,1,0,1,2
56734,positive,5,0,0,1,0,1,0,0,2
56737,positive,5,0,0,1,0,0,0,0,2
56756,positive,5,1,0,1,1,1,0,0,2
56765,positive,5,1,0,1,0,0,0,0,2
56779,positive,5,0,0,1,1,1,0,0,2
56805,positive,5,0,0,1,1,0,0,0,2
56842,negative,1,0,0,0,0,0,0,0,2
56848,positive,4,0,1,1,1,1,0,1,2
56860,positive,4,0,1,1,1,1,0,1,2
56868,positive,5,1,0,1,1,0,0,0,2
56950,positive,4,0,1,1,0,1,1,1,2
56972,positive,5,1,1,1,1,1,0,0,2
56975,positive,5,0,0,0,1,0,0,0,2
57019,positive,5,0,0,0,0,0,0,0,2
57043,positive,5,1,0,1,1,1,0,0,2
57135,positive,5,1,0,1,1,0,0,0,2
57165,positive,4,1,0,0,0,0,0,0,2
57177,positive,5,1,0,1,1,0,0,0,2
57180,positive,5,1,0,0,0,0,0,0,2
57210,positive,4,1,1,0,0,1,1,1,2
57235,positive,5,0,0,0,1,0,1,0,2
57285,positive,5,1,0,0,0,0,0,0,2
57286,positive,5,1,0,0,1,0,0,1,2
57300,positive,5,0,0,0,1,0,0,0,2
57351,positive,5,1,1,0,1,1,1,1,2
57388,negative,1,1,0,0,0,0,0,0,2
57407,positive,5,0,1,1,1,0,0,0,2
57412,negative,2,0,1,1,1,1,0,1,2
57462,positive,5,1,1,1,1,0,1,0,2
57477,positive,5,1,1,1,1,1,1,1,2
57491,negative,1,0,0,1,0,0,0,0,2
57524,negative,1,1,0,0,0,0,0,1,2
57589,positive,4,0,0,0,0,0,0,0,2
57649,positive,4,1,1,0,1,1,1,1,2
57658,negative,2,1,1,0,1,1,0,1,2
57685,positive,5,1,1,1,1,1,1,1,2
57722,positive,4.5,1,0,1,1,1,1,1,2
57754,positive,4,0,0,1,1,0,1,0,2
57795,positive,5,1,0,1,1,1,0,0,2
57844,positive,5,1,0,1,1,0,0,0,2
57849,positive,4,1,0,1,1,0,0,0,2
57867,positive,5,1,0,1,1,1,0,1,2
57906,positive,5,1,0,0,1,0,1,0,2
57945,positive,5,1,0,1,1,1,1,1,2
57962,positive,5,1,0,1,1,0,0,0,2
57976,positive,5,1,0,0,1,0,0,0,2
58001,positive,5,1,0,0,1,0,0,0,2
58013,positive,5,1,0,1,1,1,0,0,2
58054,positive,5,1,0,1,1,1,1,1,2
58064,positive,5,1,1,1,1,1,1,1,2
58108,positive,5,1,1,1,1,1,1,1,2
58150,neutral,3,1,0,1,1,0,1,0,2
58157,positive,5,0,0,1,0,0,1,0,2
58161,positive,5,1,1,1,1,1,1,1,2
58177,positive,5,1,0,1,1,1,1,1,2
58187,positive,5,0,0,1,0,0,0,0,2
58215,positive,5,0,0,0,1,0,0,0,2
58221,positive,5,1,1,1,1,1,0,0,2
58294,negative,1,0,0,1,0,0,0,1,2
58408,positive,4,0,0,1,1,1,0,0,2
58416,positive,5,1,1,1,1,1,0,0,2
58431,positive,4,0,0,1,1,1,0,1,2
58448,positive,4,1,1,1,1,1,0,1,2
58488,positive,5,1,1,1,1,1,0,0,2
58504,positive,4,0,0,1,1,1,0,0,2
58509,positive,4,1,1,1,1,1,0,0,2
58529,negative,1,0,0,0,0,0,0,1,2
58570,positive,4,0,1,0,0,0,0,0,2
58636,positive,5,1,1,1,1,1,0,1,2
58651,positive,5,1,1,1,1,1,0,1,2
58692,positive,4,0,0,1,1,0,0,0,2
58750,positive,4,0,0,1,0,0,0,0,2
58788,positive,5,1,0,1,1,0,1,0,2
58803,positive,5,1,0,1,1,0,1,0,2
58864,positive,4.5,0,0,1,1,0,0,1,2
58870,positive,5,0,0,1,1,1,0,0,2
58901,positive,5,1,1,1,1,1,0,1,2
58928,positive,5,0,0,0,1,0,0,0,2
58956,positive,5,0,0,0,0,0,0,0,2
58959,positive,5,0,1,1,1,1,0,1,2
58963,positive,5,0,0,1,1,0,0,0,2
58993,positive,5,1,1,1,1,1,0,1,2
59037,negative,1,1,0,0,0,0,0,0,2
59089,positive,5,0,1,0,1,1,0,1,2
59101,negative,1,1,1,0,0,0,0,1,2
59102,positive,4,1,0,1,1,1,1,0,2
59144,positive,4,1,1,1,1,1,1,0,2
59152,positive,5,0,0,0,0,0,0,0,2
59156,positive,4,0,0,1,1,1,1,1,2
59173,positive,5,0,1,1,1,1,0,0,2
59177,positive,4,1,0,0,0,0,0,0,2
59222,positive,5,1,0,1,1,1,0,0,2
59263,positive,4,1,0,0,1,1,0,0,2
59299,positive,4,0,0,0,0,1,0,0,2
59367,neutral,3,0,0,1,1,1,0,0,2
59377,positive,4,0,0,0,1,1,1,1,2
59383,positive,4,0,1,1,1,1,0,1,2
59414,positive,5,0,0,1,1,1,0,0,2
59419,positive,5,1,1,1,1,1,0,1,2
59438,positive,4,1,0,1,1,1,0,0,2
59454,positive,4,0,0,1,1,0,0,0,2
59489,negative,1,1,0,0,0,0,0,0,2
59520,negative,1,1,0,0,0,0,0,0,2
59544,negative,1,1,0,0,0,0,0,1,2
59566,positive,4,0,1,1,1,1,0,1,2
59571,negative,1,1,0,0,0,0,0,0,2
59607,positive,4,1,0,1,1,1,0,1,2
59610,positive,4,1,0,1,1,0,0,0,2
59657,positive,5,0,0,0,1,0,0,0,2
59666,positive,5,0,0,0,1,0,0,0,2
59683,positive,3,1,0,1,1,1,1,0,2
59720,positive,5,0,0,1,0,0,0,0,2
59735,positive,5,0,0,1,1,0,0,0,2
59746,positive,4,1,0,1,0,0,1,0,2
59772,positive,4,1,0,1,1,0,1,1,2
59805,positive,5,0,0,1,1,0,0,0,2
59829,positive,5,0,1,1,1,1,0,1,2
59857,positive,5,0,1,1,1,1,1,0,2
59868,positive,5,0,0,0,1,0,0,0,2
59879,positive,5,0,1,1,1,1,0,1,2
59898,positive,5,0,0,0,1,0,0,0,2
59910,positive,5,0,0,1,1,1,1,0,2
59933,positive,5,0,1,1,1,1,1,0,2
59943,positive,4,1,0,1,1,1,0,0,2
60012,positive,4,1,0,1,1,0,1,0,2
60031,positive,5,0,0,1,1,1,1,0,2
60061,positive,5,0,0,0,1,0,0,0,2
60114,negative,1,0,0,0,0,0,0,0,2
60141,positive,4,1,1,1,1,1,0,1,2
60204,negative,1,1,0,0,0,1,0,0,2
60233,neutral,3,0,0,1,1,1,0,1,2
60282,negative,1,0,0,1,0,0,0,0,2
60289,positive,5,0,0,1,1,0,0,0,2
60296,negative,1,1,0,0,0,1,0,1,2
60312,positive,5,1,0,0,1,0,1,0,2
60330,positive,5,0,0,0,1,0,0,0,2
60364,positive,5,0,0,1,1,0,1,0,2
60382,positive,5,0,1,1,1,1,1,1,2
60383,positive,4,0,0,0,1,1,1,0,2
60402,positive,4,1,0,0,1,0,0,0,2
60439,positive,5,0,0,0,1,0,0,0,2
60474,neutral,3,0,0,1,1,1,0,0,2
60482,positive,4,0,0,1,1,1,0,0,2
60528,positive,5,0,0,1,1,0,1,0,2
60538,positive,5,1,0,1,1,0,1,0,2
60601,positive,5,0,1,1,1,0,0,0,2
60602,positive,5,1,1,1,1,0,1,0,2
60630,positive,5,1,0,0,1,0,1,0,2
60659,positive,4,1,1,1,1,0,1,0,2
60661,positive,5,1,1,1,1,1,1,1,2
60666,positive,5,1,0,0,1,0,1,0,2
60667,negative,1,1,0,0,0,0,0,0,2
60727,positive,5,0,0,0,1,0,0,0,2
60736,negative,1,1,0,0,0,0,0,0,2
60750,positive,4,1,0,1,1,0,0,0,2
60844,positive,5,1,1,1,1,0,0,0,2
60943,positive,4,1,0,0,1,0,0,0,2
60948,positive,5,0,0,0,1,0,0,0,2
61042,positive,5,1,1,1,1,1,1,1,2
61051,positive,5,0,0,0,1,0,1,0,2
61059,positive,5,1,0,1,1,1,1,0,2
61071,positive,5,0,1,0,1,0,0,1,2
61099,neutral,3,0,0,1,1,0,1,1,2
61109,negative,2,0,0,0,0,1,0,0,2
61160,positive,5,0,0,0,1,0,0,0,2
61161,positive,4,1,0,1,1,1,0,0,2
61166,negative,1,0,0,0,0,1,0,1,2
61177,positive,5,0,0,0,1,1,1,0,2
61178,negative,1,1,0,0,0,1,1,0,2
61198,positive,5,0,0,1,1,1,0,0,2
61216,positive,5,0,0,1,1,1,1,1,2
61230,positive,5,1,1,1,1,1,1,1,2
61255,positive,5,1,0,1,1,1,1,1,2
61323,negative,1,1,0,0,0,1,1,0,2
61376,negative,2,0,0,0,1,0,1,0,2
61427,positive,5,0,0,1,1,1,0,1,2
61463,negative,1,1,0,1,0,0,1,0,2
61575,positive,5,0,0,0,0,0,0,1,2
61577,positive,5,0,0,0,1,1,0,1,2
61599,positive,5,1,1,1,1,1,0,1,2
61630,positive,5,0,1,1,1,1,0,1,2
61664,negative,1,0,0,0,0,1,0,0,2
61737,positive,5,1,1,1,1,1,1,1,2
61741,positive,4,0,0,0,1,1,1,1,2
61772,positive,5,1,1,1,1,1,1,1,2
61834,positive,5,1,0,1,1,1,0,0,2
61852,positive,4,0,0,1,1,0,0,0,2
61921,positive,5,1,0,0,0,0,0,0,2
61931,negative,1,0,0,0,0,1,0,1,2
61936,positive,4,0,0,0,1,1,0,0,2
61957,positive,4,1,0,0,1,0,0,0,2
61960,neutral,3,1,1,1,1,1,1,0,2
61981,positive,4,1,0,0,0,1,0,0,2
61995,positive,5,1,0,1,0,0,0,0,2
62019,neutral,3,0,0,0,0,0,0,0,2
62125,negative,2,1,0,1,0,0,0,0,2
62140,negative,1,1,0,0,0,0,0,0,2
62146,positive,5,0,1,1,1,1,0,0,2
62151,negative,2,1,0,1,0,0,1,0,2
62182,positive,4,0,0,1,1,1,0,0,2
62187,positive,5,0,0,1,1,1,1,0,2
62189,positive,5,1,1,1,1,1,1,0,2
62221,negative,1,1,0,0,0,0,0,0,2
62222,positive,4,1,0,1,1,1,1,1,2
62267,negative,1,1,0,0,0,0,0,1,2
62320,positive,5,0,1,1,1,1,1,1,2
62325,positive,5,0,0,1,0,0,0,0,2
62352,positive,4,0,1,1,0,0,0,0,2
62420,positive,5,1,0,0,0,0,0,0,2
62446,positive,5,1,0,0,1,0,0,0,2
62490,positive,5,1,0,1,0,0,1,0,2
62497,positive,4,1,0,1,0,0,1,0,2
62513,positive,5,1,0,1,1,0,1,0,2
62528,positive,5,1,0,1,1,1,0,0,2
62597,positive,4,0,0,1,0,0,0,0,2
62609,positive,5,1,0,1,0,0,1,0,2
62637,positive,5,1,0,1,1,1,1,0,2
62668,positive,5,1,0,0,0,0,0,0,2
62679,positive,5,0,0,0,0,0,0,0,2
62683,positive,4,1,0,0,0,0,0,0,2
62786,positive,5,1,0,0,0,0,0,0,2
62818,positive,4,1,0,0,0,0,1,0,2
62826,positive,4,1,0,0,0,0,0,0,2
62879,positive,4,0,1,1,0,0,1,0,2
62933,neutral,3,1,0,1,0,0,1,0,2
62947,negative,1,1,0,0,0,0,0,0,2
62950,positive,4,1,1,1,1,1,0,1,2
62972,positive,4,1,0,0,0,1,0,0,2
63018,positive,4,1,1,1,1,1,0,0,2
63106,positive,5,1,0,1,0,1,0,0,2
63116,negative,1,1,0,0,1,0,0,1,2
63189,positive,4,0,0,1,1,0,0,0,2
63221,positive,4,1,0,1,1,0,1,0,2
63225,positive,4,1,1,1,0,0,0,0,2
63226,positive,4,1,1,1,1,0,0,0,2
63229,neutral,3,1,1,1,1,1,1,0,2
63267,positive,4,1,1,1,1,1,1,0,2
63289,positive,4,1,1,1,1,1,0,0,2
63329,neutral,3,1,0,0,0,0,0,0,2
63334,positive,4,1,0,1,1,0,1,0,2
63341,positive,4,1,1,1,1,1,0,0,2
63371,negative,1,1,0,1,0,0,0,0,2
63374,positive,5,1,1,1,1,1,0,0,2
63392,positive,5,1,0,0,0,0,0,0,2
63419,positive,4,1,0,1,1,1,0,0,2
63472,negative,1,0,1,0,1,1,0,1,2
63486,neutral,3.5,1,1,1,1,1,1,0,2
63561,neutral,3,0,1,0,0,1,1,0,2
63566,positive,5,1,1,1,1,1,1,0,2
63587,negative,1,1,0,0,0,0,0,0,2
63601,positive,4,1,1,1,1,1,1,0,2
63653,neutral,3,0,1,0,0,0,0,0,2
63660,negative,2,1,1,1,0,0,0,0,2
63678,negative,1,0,0,0,0,0,0,0,2
63751,positive,5,1,1,1,1,1,0,1,2
63793,positive,4,0,0,1,0,0,1,0,2
63806,positive,4,0,0,1,0,0,0,0,2
63829,negative,2,0,0,0,0,0,1,0,2
63902,positive,4,0,0,1,0,1,0,0,2
63940,positive,4,1,0,1,0,1,1,0,2
63955,positive,4,1,1,1,1,1,0,0,2
63970,positive,4,0,0,1,1,1,1,0,2
64031,positive,5,0,0,1,1,1,0,0,2
64051,positive,5,0,0,1,1,1,1,1,2
64053,positive,5,0,0,0,0,0,0,0,2
64057,positive,5,0,0,0,1,1,0,0,2
64062,positive,5,0,0,1,0,1,0,0,2
64086,negative,2,0,0,0,0,1,0,1,2
64092,positive,4,1,0,1,1,1,0,0,2
64107,positive,4,0,0,1,1,1,0,0,2
64154,positive,4,1,1,1,1,1,1,0,2
64201,negative,2,0,1,1,0,1,1,1,2
64225,positive,4,1,0,1,1,1,1,1,2
64228,positive,5,1,1,1,1,1,1,0,2
64302,positive,5,1,0,1,1,0,1,1,2
64336,positive,5,1,1,1,1,1,1,1,2
64356,positive,4,1,1,1,1,1,1,1,2
64471,positive,5,0,0,0,0,0,0,0,2
64478,positive,4,1,0,1,1,1,0,1,2
64490,positive,5,1,0,1,1,0,0,0,2
64497,negative,2,1,0,1,0,1,0,1,2
64545,positive,4,1,0,1,0,0,1,0,2
64636,neutral,3,0,0,1,0,1,1,0,2
64642,neutral,3,1,0,1,1,0,1,0,2
64656,positive,5,1,0,1,0,0,0,0,2
64712,positive,5,1,0,1,1,1,0,1,2
64722,positive,5,1,0,1,1,1,1,0,2
64727,positive,5,1,0,1,1,1,1,0,2
64734,positive,4,1,0,1,0,0,0,0,2
64748,positive,5,1,0,1,1,0,0,0,2
64786,positive,5,1,0,1,1,0,1,0,2
64804,positive,5,1,0,1,0,0,1,0,2
64830,positive,5,1,0,1,1,0,1,0,2
64845,negative,1,0,0,1,0,1,0,0,2
64860,positive,5,0,0,1,1,1,0,1,2
64863,positive,4,0,0,1,1,0,0,0,2
64894,positive,4,1,0,1,0,0,0,0,2
64932,positive,5,0,0,1,1,0,0,0,2
64949,positive,5,1,0,1,0,0,0,0,2
64954,positive,5,1,0,1,0,0,0,0,2
64968,positive,5,1,0,1,0,0,0,0,2
64978,positive,5,1,0,1,1,0,0,0,2
64997,positive,4,1,0,1,1,1,1,0,2
65033,positive,4,1,0,1,1,1,1,1,2
65097,positive,4,0,0,1,0,0,0,0,2
65102,positive,5,0,0,1,0,0,0,0,2
65124,positive,5,1,0,1,1,1,0,0,2
65159,neutral,3,1,1,0,1,1,0,0,2
65168,positive,5,1,0,0,0,1,0,0,2
65183,positive,4,1,0,0,0,0,0,0,2
65229,positive,5,1,0,0,0,0,0,0,2
65319,positive,5,1,0,0,0,1,0,0,2
65381,positive,5,1,0,1,1,0,0,0,2
65413,positive,5,1,0,1,1,0,0,0,2
65429,positive,5,1,0,1,1,0,0,0,2
65434,negative,1,0,0,0,0,0,0,0,2
65436,positive,5,1,0,0,1,1,1,0,2
65445,positive,4,1,0,1,1,1,1,0,2
65454,negative,1,0,0,0,0,0,0,0,2
65468,positive,4,1,0,0,1,0,0,0,2
65520,positive,4,0,0,0,0,0,0,0,2
65557,positive,4,1,0,0,0,0,1,0,2
65602,positive,5,0,0,1,1,0,0,0,2
65646,positive,4,1,0,1,1,1,0,0,2
65684,negative,2,1,0,0,0,1,0,1,2
65757,neutral,3,0,0,0,0,0,0,0,2
65794,positive,5,0,0,1,0,0,1,0,2
65823,positive,5,1,0,1,0,0,0,0,2
65841,positive,5,0,1,1,1,1,1,1,2
65843,positive,5,0,0,1,0,0,1,0,2
65874,positive,5,0,1,1,1,1,1,1,2
65921,positive,5,0,0,1,0,0,1,0,2
66004,negative,2,0,0,1,0,0,1,0,2
66056,positive,4,1,0,1,0,0,1,1,2
66075,positive,4,0,0,1,1,1,1,0,2
66096,positive,5,0,0,1,1,0,1,0,2
66139,positive,5,1,1,1,1,1,0,1,2
66207,neutral,3,0,0,1,1,0,0,0,2
66235,positive,4.5,1,0,0,0,0,1,0,2
66237,negative,1,0,1,0,0,1,0,0,2
66252,positive,5,1,0,0,0,0,0,0,2
66256,positive,5,1,1,1,1,1,0,0,2
66267,positive,5,1,1,1,1,1,0,0,2
66280,positive,5,1,1,1,1,1,0,0,2
66349,positive,4,1,1,1,1,1,0,0,2
66362,positive,4.5,1,1,1,1,1,0,0,2
66393,positive,5,1,1,1,1,1,0,1,2
66412,positive,5,1,1,1,1,1,0,1,2
66504,negative,2,1,0,1,0,0,0,0,2
66526,positive,4,0,0,1,1,0,0,0,2
66537,positive,4,1,1,1,1,1,0,1,2
66540,positive,5,0,0,1,1,0,0,1,2
66557,positive,4,0,1,1,1,1,0,0,2
66587,neutral,3,0,1,1,1,1,1,1,2
66612,positive,4,1,0,1,0,1,0,0,2
66658,positive,4.5,1,1,1,0,0,0,0,2
66659,positive,4,1,0,1,1,0,1,0,2
66674,negative,2,1,0,1,0,0,1,0,2
66692,positive,5,1,1,1,1,1,1,0,2
66706,positive,5,1,0,1,0,0,0,0,2
66739,positive,5,1,0,1,0,1,1,0,2
66745,negative,2,0,0,1,0,0,0,0,2
66783,positive,4,0,0,1,0,0,0,0,2
66825,negative,1,1,0,0,0,0,0,0,2
66828,negative,2,0,0,0,1,1,1,0,2
66913,positive,4,0,1,1,1,1,0,0,2
66922,positive,4,0,0,1,1,1,1,0,2
66934,positive,5,1,0,1,1,0,0,0,2
66975,positive,5,1,1,1,1,1,0,0,2
66976,positive,4,1,0,1,1,1,1,0,2
66989,positive,5,1,0,1,1,1,1,1,2
67001,positive,4,1,1,1,1,1,1,1,2
67098,positive,4,1,1,1,1,1,1,0,2
67121,positive,4,1,1,1,0,1,1,0,2
67134,positive,5,1,0,1,1,0,1,0,2
67137,positive,5,1,0,1,1,0,1,0,2
67148,positive,5,1,0,1,1,1,1,0,2
67159,positive,5,1,1,1,1,1,1,1,2
67204,positive,5,1,1,1,1,1,1,1,2
67300,neutral,3,0,0,1,0,1,0,0,2
67310,positive,5,0,1,1,1,1,1,1,2
67319,positive,5,0,0,1,0,0,0,0,2
67361,positive,5,1,0,1,1,1,1,0,2
67382,positive,4,1,0,1,1,1,1,0,2
67412,positive,5,1,1,1,1,1,1,1,2
67429,positive,5,1,1,1,1,1,1,0,2
67434,positive,4,1,1,1,1,1,1,0,2
67521,negative,3,1,0,1,1,1,0,0,2
67541,positive,5,0,1,1,0,0,0,0,2
67602,positive,5,0,1,1,1,1,0,0,2
67615,positive,5,1,1,1,1,1,1,0,2
67633,positive,5,1,1,1,1,1,1,1,2
67649,positive,5,0,0,0,0,0,0,0,2
67658,negative,1,0,0,0,0,0,1,0,2
67664,positive,5,1,1,1,0,0,0,0,2
67671,positive,4,1,1,1,0,0,0,0,2
67707,neutral,3,0,1,1,0,1,0,0,2
67710,positive,4,1,0,1,0,0,0,0,2
67719,positive,5,1,1,1,1,0,0,0,2
67725,negative,1,0,0,0,0,0,0,0,2
67730,positive,5,1,1,1,1,1,0,1,2
67764,positive,4,0,1,1,0,1,0,0,2
67786,negative,1,1,0,0,0,0,0,0,2
67800,negative,1,1,0,0,0,0,0,1,2
67811,positive,4,0,0,1,0,0,1,1,2
67830,positive,4,1,0,1,1,1,1,1,2
67851,negative,1,1,0,1,0,0,1,0,2
67864,positive,5,1,1,1,1,1,1,1,2
67868,negative,1,0,0,0,0,1,0,1,2
67877,positive,4,0,0,1,0,1,0,1,2
67895,positive,4,1,1,1,1,1,0,0,2
67989,positive,4,0,0,1,1,1,1,1,2
68007,positive,4,0,0,1,1,1,1,0,2
68024,positive,5,0,1,1,0,1,0,1,2
68049,positive,5,1,0,1,0,0,1,0,2
68111,positive,5,1,0,1,0,1,0,0,2
68118,positive,4,1,0,0,0,0,1,0,2
68213,positive,4,0,1,1,0,0,0,0,2
68218,negative,1,1,0,1,0,0,1,0,2
68311,positive,4,1,0,1,0,0,0,0,2
68320,positive,5,1,1,0,1,0,0,0,2
68381,positive,5,1,1,1,1,1,1,1,2
68451,positive,4,0,0,0,0,0,0,0,2
68475,negative,2,1,0,1,0,1,1,0,2
68506,positive,4,0,1,1,1,1,0,1,2
68517,positive,4,1,0,1,1,0,1,1,2
68520,negative,1,1,0,0,0,0,1,0,2
68600,positive,4,0,0,1,0,0,0,0,2
68747,neutral,3,0,0,0,0,0,0,0,2
68826,positive,5,0,0,1,0,0,1,0,2
68855,positive,4,0,0,1,1,0,1,0,2
68873,positive,5,1,0,1,1,1,1,0,2
68959,positive,5,1,0,1,1,1,1,0,2
68986,positive,5,1,0,1,0,0,1,0,2
68998,positive,5,0,0,1,1,1,0,0,2
69018,positive,5,0,0,1,0,0,1,0,2
69040,positive,4,0,0,1,0,1,1,0,2
69088,negative,1,1,0,0,0,0,0,0,2
69108,positive,5,1,1,1,1,0,0,0,2
69149,positive,4,1,0,1,0,1,1,1,2
69157,negative,1,0,0,0,1,0,0,0,2
69190,negative,1,0,0,0,0,1,0,1,2
69218,positive,5,1,0,1,0,1,1,1,2
69237,positive,5,1,1,1,0,1,1,1,2
